,introduction,url,price,unit_price,community,street,room_type,acreage,toward,decoration,floor_type,floor_total,year,type,follow,release_time
1144,漂亮的三房，业主诚心出售，格局方正，环境优美,https://gz.lianjia.com/ershoufang/108400711377.html,97,8889,富力金港城南区 ,花东镇,3室2厅,109.13,南,精装,低楼,19,-,塔楼,9,2个月以前发布
1145,机场国际公寓 2室2厅 150万,https://gz.lianjia.com/ershoufang/108400773287.html,150,13889,机场国际公寓 ,花东镇,2室2厅,108,北,精装,高楼,13,-,塔楼,0,1个月以前发布
1146,富力金港城东区 2室2厅 110万,https://gz.lianjia.com/ershoufang/108200008951.html,110,13204,富力金港城东区 ,花东镇,2室2厅,83.31,南 北,精装,低楼,18,2012,塔楼,23,一年前发布
1147,豪利花园 二期精装三房 满五唯一,https://gz.lianjia.com/ershoufang/108200017011.html,220,20307,豪利花园 ,镜湖大道,3室2厅,108.34,北,精装,低楼,15,2009,塔楼,15,一年前发布
1148,楼层好，视野宽阔，入户花园南向，采光充足电梯房。,https://gz.lianjia.com/ershoufang/108400027372.html,149,14959,富力金港城东区 ,花东镇,3室2厅,99.61,北,精装,中楼,11,2013,塔楼,24,一年前发布
1149,电梯高层光线充足，不靠路，安静舒适,https://gz.lianjia.com/ershoufang/108400186834.html,310,20693,雅居乐御宾府 ,新区,3室2厅,149.81,东 南,精装,高楼,23,2009,塔楼,32,11个月以前发布
1150,富力金港城  东区北向两房放卖,https://gz.lianjia.com/ershoufang/108400225701.html,110,13925,富力金港城东区 ,花东镇,2室2厅,79,北,精装,中楼,18,2012,塔楼,7,10个月以前发布
1151,急卖，富力金港城3房，南向采光充足，单边位,https://gz.lianjia.com/ershoufang/108400313092.html,130,13266,富力金港城东区 ,花东镇,3室2厅,98,南,精装,低楼,11,2014,塔楼,99,8个月以前发布
1152,云峰花园 精装三房  拎包入住,https://gz.lianjia.com/ershoufang/108400359897.html,220,22133,云峰花园1期 ,镜湖大道,3室2厅,99.4,西北,精装,中楼,11,2008,塔楼,39,8个月以前发布
1153,富力金港城  三房两厅望湖风景漂亮,https://gz.lianjia.com/ershoufang/108400434039.html,150,15350,富力金港城东区 ,花东镇,3室2厅,97.72,东,精装,低楼,18,2013,塔楼,3,6个月以前发布
1154,富力金港城北区 南向4房 双阳台,https://gz.lianjia.com/ershoufang/108400484912.html,155,11833,富力金港城北区 ,花东镇,4室2厅,131,南,精装,低楼,11,2010,塔楼,18,6个月以前发布
1155,毛坯房 南向小户型 一房*两房,https://gz.lianjia.com/ershoufang/108200018749.html,110,16617,雅居乐锦城花漾集 ,旧区,1室2厅,66.2,南,毛坯,高楼,32,2008,塔楼,14,一年前发布
1156,富力金港城 精美3房 电梯高层望山景,https://gz.lianjia.com/ershoufang/108400153227.html,138,14849,富力金港城东区 ,花东镇,3室1厅,92.94,北,精装,高楼,11,2013,塔楼,28,一年前发布
1157,富力金港城南向两房·业主诚心出售·,https://gz.lianjia.com/ershoufang/108400225861.html,123,14793,富力金港城东区 ,花东镇,2室2厅,83.15,南,精装,高楼,18,2012,塔楼,5,10个月以前发布
1158,全新装修 从未入住 够2年 冰点价格,https://gz.lianjia.com/ershoufang/108400273614.html,195,22856,云峰花园4期 ,镜湖大道,2室2厅,85.32,东北,精装,中楼,14,2013,塔楼,65,9个月以前发布
1159,楼层好 户型方正 采光跟通风好,https://gz.lianjia.com/ershoufang/108400273913.html,128,17680,天马河壹号四期 ,铁路西,2室2厅,72.4,北,精装,中楼,11,2012,塔楼,45,9个月以前发布
1160,祈福都会花园 万达轻轨旁 高层望花园,https://gz.lianjia.com/ershoufang/108400381861.html,125,15270,祈福都会花园 ,花山镇,2室1厅,81.86,北,精装,高楼,11,2011,塔楼,4,7个月以前发布
1161,小区管理，  小户型，低总价，税费少。,https://gz.lianjia.com/ershoufang/108400418384.html,69.5,13006,富丽花园 ,旧区,2室2厅,53.44,西南,简装,中楼,10,2001,塔楼,14,7个月以前发布
1162,链家真房源假一赔百！可拎包入住 南向望花园 抓紧下手,https://gz.lianjia.com/ershoufang/108400530940.html,130,21556,祈福万景峰 ,铁路西,2室2厅,60.31,南,简装,低楼,27,2017,塔楼,6,5个月以前发布
1163,必看好房 地段好 生活氛围浓厚 交通便利,https://gz.lianjia.com/ershoufang/108400813089.html,78,13364,双赢如家公寓 ,旧区,2室1厅,58.37,东,其他,高楼,9,2013,塔楼,6,31天以前发布
1164,此房证满两年，位置在地铁九号线飞鹅岭站旁，交通方便,https://gz.lianjia.com/ershoufang/108400813794.html,135,17132,保利城花园保利城八街 ,铁路西,2室2厅,78.8,北,精装,中楼,27,-,塔楼,0,31天以前发布
1165,新街之光嘉逸华庭，低层两房大露台你确定不来看看吗,https://gz.lianjia.com/ershoufang/108400816041.html,145,17759,嘉逸华庭 ,旧区,2室2厅,81.65,西北,其他,低楼,11,2005,塔楼,0,30天以前发布
1166,中高层电梯房，光线充足，采光特好。,https://gz.lianjia.com/ershoufang/108400816258.html,135,15307,宝铼雅居 ,铁路西,2室2厅,88.2,西,精装,中楼,11,2013,塔楼,0,30天以前发布
1167,楼层好，视野宽阔，采光充足，交通便利，配套设施齐全,https://gz.lianjia.com/ershoufang/108400817367.html,112,14232,富力金港城东区 ,花东镇,2室2厅,78.7,北,其他,中楼,11,2013,塔楼,0,29天以前发布
1168,祈福万景峰地铁洋房舒适安静适合居住,https://gz.lianjia.com/ershoufang/108400826194.html,157,20390,祈福万景峰 ,铁路西,2室2厅,77,北,精装,中楼,27,2017,塔楼,0,25天以前发布
1169,花果山板块  精装两房   拎包入住,https://gz.lianjia.com/ershoufang/108400829158.html,138,17798,华侨花园 ,旧区,2室2厅,77.54,西南,精装,中楼,9,-,塔楼,4,24天以前发布
1170,富力金港城东区温馨两房业主诚心出售·随时约看房,https://gz.lianjia.com/ershoufang/108400831375.html,120,14427,富力金港城东区 ,花东镇,2室2厅,83.18,南,其他,高楼,18,2013,塔楼,0,23天以前发布
1171,富临花园   地铁口旁边的房子交通这方面比较方便,https://gz.lianjia.com/ershoufang/108400832401.html,105,15121,富临花园 ,旧区,2室1厅,69.44,南,其他,高楼,9,1997,塔楼,1,22天以前发布
1172,此房是电梯房，采光充足，配套设施齐全,https://gz.lianjia.com/ershoufang/108400832710.html,98,12616,金源楼 ,旧区,2室1厅,77.68,东,其他,高楼,10,1998,塔楼,0,22天以前发布
1173,花城路地铁口物业，条砖外墙，满五年唯一,https://gz.lianjia.com/ershoufang/108400834199.html,125,13681,金城广场 ,旧区,2室2厅,91.37,东南,其他,中楼,9,-,塔楼,0,22天以前发布
1174,单位楼，堂shu小xue，上车盘,https://gz.lianjia.com/ershoufang/108400835177.html,130,16136,大华电力小区 ,旧区,3室2厅,80.57,南,其他,高楼,8,-,塔楼,0,21天以前发布
1175,富力金港城  精装保养好   高层双阳台  业主急售,https://gz.lianjia.com/ershoufang/108400838597.html,110,12957,富力金港城北区 ,花东镇,2室1厅,84.9,北,其他,中楼,11,2010,塔楼,4,19天以前发布
1176,祈福辉煌台  格局方正  小区环境好  采光充足,https://gz.lianjia.com/ershoufang/108400841527.html,150,17579,祈福辉煌台 ,铁路西,2室2厅,85.33,东北,精装,中楼,28,2007,塔楼,0,18天以前发布
1177,"实用大两房,格局好,旧区电梯房",https://gz.lianjia.com/ershoufang/108400842234.html,90,11967,裕兴新村 ,旧区,2室2厅,75.21,南 北,其他,高楼,9,-,-,0,18天以前发布
1178,花果山地铁口物业，单证，满五唯一，无抵押，总价低,https://gz.lianjia.com/ershoufang/108400846250.html,55,12732,金联市场 ,旧区,2室2厅,43.2,南,其他,中楼,8,1998,塔楼,3,16天以前发布
1179,业主诚心出售， 格局方正 楼层好 房间采光好,https://gz.lianjia.com/ershoufang/108400516481.html,250,14706,富力金港城北区 ,花东镇,5室2厅,170,南,精装,高楼,17,2012,塔楼,3,5个月以前发布
1180,精装修  南向采光好 视野无遮挡,https://gz.lianjia.com/ershoufang/108400021329.html,240,22642,云峰花园2期 ,镜湖大道,3室2厅,106,东南,精装,高楼,11,2008,塔楼,26,一年前发布
1181,富力金港城   三房高楼层不急卖,https://gz.lianjia.com/ershoufang/108400115200.html,130,14005,富力金港城东区 ,花东镇,3室2厅,92.83,南,精装,高楼,18,2012,塔楼,13,一年前发布
1182,大运家园全景看花园，楼层靓，位置好，业主急卖,https://gz.lianjia.com/ershoufang/108400164940.html,300,23019,大运家园 ,新区,3室2厅,130.33,东南,精装,高楼,11,2009,塔楼,21,一年前发布
1183,步梯4楼 87方两房！ 够二无抵押,https://gz.lianjia.com/ershoufang/108400196880.html,120,13737,青晖小区 ,旧区,2室2厅,87.36,南,简装,中楼,9,2008,塔楼,28,11个月以前发布
1184,豪利花园三房       看房方便,https://gz.lianjia.com/ershoufang/108400227979.html,212,21074,豪利花园 ,镜湖大道,3室2厅,100.6,北,简装,中楼,16,2012,塔楼,11,10个月以前发布
1185,天马丽苑，小区花园，环境优美，安静舒适,https://gz.lianjia.com/ershoufang/108400236026.html,175,17955,天马丽苑二期 ,铁路西,3室2厅,97.47,南,简装,低楼,35,2015,塔楼,4,10个月以前发布
1186,雅居乐锦城花漾集 3室1厅 152万,https://gz.lianjia.com/ershoufang/108400296418.html,152,18046,雅居乐锦城花漾集 ,旧区,3室1厅,84.23,北,精装,高楼,32,2008,塔楼,12,9个月以前发布
1187,地铁660米，无抵押，视野开阔，光线充足,https://gz.lianjia.com/ershoufang/108400399856.html,70,8579,新华路 ,新区,3室2厅,81.6,南 北,简装,中楼,7,1980,塔楼,54,7个月以前发布
1188,南华时代城 南北向通风采光充足，视野宽阔。配套齐全,https://gz.lianjia.com/ershoufang/108400809192.html,243,20830,南华时代城 ,铁路西,3室2厅,116.66,南,毛坯,高楼,28,2010,塔楼,1,1个月以前发布
1189,装修好未入住，一楼阳台外出带一个小花园,https://gz.lianjia.com/ershoufang/108400816949.html,180,14398,富力金港城东区 ,花东镇,3室2厅,125.02,北,其他,低楼,16,2013,塔楼,1,30天以前发布
1190,横潭大街45号 3室2厅 98万,https://gz.lianjia.com/ershoufang/108400821738.html,98,11028,横潭大街45号 ,旧区,3室2厅,88.87,南,简装,中楼,8,-,-,0,27天以前发布
1191,融创 旅游城   南向  高层采光好  通风通透,https://gz.lianjia.com/ershoufang/108400823576.html,320,27827,广州融创文旅城B3区 ,花山镇,3室2厅,115,南,毛坯,高楼,34,-,塔楼,3,26天以前发布
1192,天龙苑中高层  地铁毛坯三房带主套 有钥匙随时看房,https://gz.lianjia.com/ershoufang/108400825252.html,163,17760,祈福万景峰祈福天龙苑 ,铁路西,3室2厅,91.78,东北,毛坯,高楼,28,2014,塔楼,10,26天以前发布
1193,南向望花园 空间宽敞，方正实用，南北对流，房大厅大,https://gz.lianjia.com/ershoufang/108400827643.html,205,16866,天马河壹号五期 ,铁路西,3室2厅,121.55,南,其他,低楼,27,2015,塔楼,1,25天以前发布
1194,铁路西宝铼雅居全新装修，采光通风好,https://gz.lianjia.com/ershoufang/108400833756.html,126,14732,宝铼雅居 ,铁路西,2室2厅,85.53,南,其他,中楼,11,2013,塔楼,2,22天以前发布
1195,新华路  格局方正  彩光好通风,https://gz.lianjia.com/ershoufang/108400843722.html,100,10968,新华路 ,新区,3室2厅,91.18,南,简装,中楼,8,-,-,0,17天以前发布
1196,富力金港城南向3房 户型方正 配套成熟 证够2年少交税,https://gz.lianjia.com/ershoufang/108400099978.html,148,15271,富力金港城东区 ,花东镇,3室2厅,96.92,南,精装,中楼,11,2014,塔楼,8,一年前发布
1197,祈福都会 空港经济圈 精致小户型,https://gz.lianjia.com/ershoufang/108400145554.html,63,14672,祈福都会花园 ,花山镇,1室1厅,42.94,东,精装,中楼,11,2011,塔楼,54,一年前发布
1198,万科天景花园 精装两房 万科物业,https://gz.lianjia.com/ershoufang/108400196433.html,155,19236,万科天景花园 ,铁路西,2室2厅,80.58,北,精装,中楼,25,2006,塔楼,7,11个月以前发布
1199,此房户型方正，不临高速高铁 安静 电梯高层,https://gz.lianjia.com/ershoufang/108400220013.html,153,18889,雅居乐锦城花语集 ,旧区,2室2厅,81,南,精装,高楼,25,2008,塔楼,14,10个月以前发布
1200,花都区雅居乐锦城花冠集房源分析讲解,https://gz.lianjia.com/ershoufang/108400310275.html,140,16352,雅居乐锦城花冠集 ,旧区,2室1厅,85.62,东北,精装,中楼,32,2008,塔楼,14,8个月以前发布
1201,8号线北延段地铁口，小区4楼带平台花园，户型方正。,https://gz.lianjia.com/ershoufang/108400350503.html,86.8,10924,雅图花园 ,镜湖大道,2室1厅,79.46,南 北,简装,中楼,11,1998,塔楼,6,8个月以前发布
1202,花园小区，环境优美，安静怡人，人车分流。,https://gz.lianjia.com/ershoufang/108400364341.html,105,15338,祈福辉煌台 ,铁路西,1室2厅,68.46,北,精装,中楼,28,2008,塔楼,23,8个月以前发布
1203,尚品雅居 两房精装 业主换房急售 110万,https://gz.lianjia.com/ershoufang/108400380818.html,109.5,14183,尚品雅居领秀 ,狮岭镇,2室1厅,77.21,南 西,精装,中楼,10,2014,塔楼,17,7个月以前发布
1204,小区管理，地铁口物业，南北对流，格局方正.,https://gz.lianjia.com/ershoufang/108400404810.html,81,10524,花城路 ,旧区,2室2厅,76.97,南,简装,中楼,7,1996,塔楼,64,7个月以前发布
1205,地勘大院  大两房 步梯高层 业主诚意出售,https://gz.lianjia.com/ershoufang/108400406166.html,47.8,8476,地勘大院 ,旧区,2室1厅,56.4,南,简装,高楼,9,2002,塔楼,53,7个月以前发布
1206,朗悦君廷  2室1厅 近机场  高楼层  东南向,https://gz.lianjia.com/ershoufang/108400418485.html,135,18146,朗悦君廷 ,镜湖大道,2室1厅,74.4,东南,简装,高楼,17,-,塔楼,21,7个月以前发布
1207,骊雅居位于商叶大道与凤凰北路交汇处西北侧。,https://gz.lianjia.com/ershoufang/108400448152.html,190,23504,骊雅居 ,新区,2室2厅,80.84,南,毛坯,高楼,18,-,塔楼,0,6个月以前发布
1208,公园前9号小区 2室2厅 88万,https://gz.lianjia.com/ershoufang/108400499443.html,88,12767,公园前9号小区 ,旧区,2室2厅,68.93,南 北,简装,高楼,7,1993,板楼,2,5个月以前发布
1209,区府 花都广场旁 地铁口  总价低,https://gz.lianjia.com/ershoufang/108400584711.html,83,15434,怡康花园(花都) ,旧区,1室1厅,53.78,南,简装,中楼,9,1998,塔楼,28,4个月以前发布
1210,中房观湖 户型方正 好摆放,https://gz.lianjia.com/ershoufang/108200018073.html,648,30028,中房观湖国际 ,新区,4室3厅,215.8,东南,其他,低楼,25,2007,塔楼,1,一年前发布
1211,天马河丽苑 毛坯 5房 小区管理 人车分离,https://gz.lianjia.com/ershoufang/108400062843.html,290,16262,天马丽苑二期 ,铁路西,5室2厅,178.34,北,毛坯,低楼,34,2007,塔楼,3,一年前发布
1212,芙蓉春晓 4室2厅 250万,https://gz.lianjia.com/ershoufang/108400099588.html,250,17467,芙蓉春晓 ,狮岭镇,4室2厅,143.13,南,简装,高楼,28,2015,塔楼,0,一年前发布
1213,馨泉花园精品四房，高楼层，南北对流！,https://gz.lianjia.com/ershoufang/108400145523.html,178,12490,馨泉花园 ,新区,4室2厅,142.52,东南,毛坯,高楼,15,2007,塔楼,12,一年前发布
1214,高层采光好，自住.投.资两适宜 毛坯4房,https://gz.lianjia.com/ershoufang/108400266610.html,330,21239,合和新城 ,镜湖大道,4室2厅,155.38,南 北,毛坯,高楼,15,-,平房,5,9个月以前发布
1215,祈福花园小区，人车分流，环境怡人,https://gz.lianjia.com/ershoufang/108400364324.html,379,16975,祈福辉煌台 ,铁路西,6室2厅,223.28,东南,毛坯,高楼,28,2007,塔楼,0,8个月以前发布
1216,小区住户素质高，配套设施完善 环境优美，安静舒适,https://gz.lianjia.com/ershoufang/108400406097.html,243,14489,逸泉韵翠花园 ,北兴镇,4室2厅,167.72,南,其他,中楼,8,2000,塔楼,0,7个月以前发布
1217,花园小区。人车分流，环境怡人。,https://gz.lianjia.com/ershoufang/108400453382.html,312,17529,天马丽苑二期 ,铁路西,5室2厅,178,南,毛坯,高楼,35,2016,塔楼,0,6个月以前发布
1218,新区商大道，单价笋，总价低，大三房,https://gz.lianjia.com/ershoufang/108400480724.html,110,9293,商业大道 ,新区,3室1厅,118.38,南 北,简装,高楼,6,1995,板楼,2,6个月以前发布
1219,业主诚售，朝南向，采光比较好。,https://gz.lianjia.com/ershoufang/108400533716.html,278,24386,广州融创文旅城A2区 ,花山镇,3室2厅,114,南,毛坯,低楼,33,2016,塔楼,8,5个月以前发布
1220,满2年税少，主卧带阳台望花园，自带负一层车位1个,https://gz.lianjia.com/ershoufang/108400573307.html,280,20000,雅宝新城名门世家 ,狮岭镇,3室2厅,140,北,毛坯,高楼,25,2012,塔楼,2,4个月以前发布
1221,雅宝新城 中高楼层景观开阔 户型方正实用带主套,https://gz.lianjia.com/ershoufang/108400573612.html,235,16790,雅宝新城名门世家 ,狮岭镇,3室2厅,139.97,北,毛坯,高楼,28,2012,塔楼,7,4个月以前发布
1222,品牌开发商 近地铁口 南向采光通风好的居住房,https://gz.lianjia.com/ershoufang/108400576043.html,238,17356,保利高尔夫郡 ,铁路西,4室2厅,137.13,西北,精装,中楼,32,2015,塔楼,12,4个月以前发布
1223,凤凰御景 100米楼距南北对流望花园 低密度 随时看房,https://gz.lianjia.com/ershoufang/108400614678.html,362,28751,凤凰御景 ,新区,3室2厅,125.91,北,毛坯,高楼,14,-,塔楼,2,4个月以前发布
1224,少量南向三房望花园户型出售 看过都喜欢,https://gz.lianjia.com/ershoufang/108400721551.html,265,27180,合和新城 ,镜湖大道,3室2厅,97.5,南,精装,中楼,15,2014,平房,1,2个月以前发布
1225,全新精装修未入住，南北对流，采光充足，配套设施完善,https://gz.lianjia.com/ershoufang/108400753797.html,220,20738,南华时代城 ,铁路西,3室2厅,106.09,东南,精装,低楼,31,2010,塔楼,5,1个月以前发布
1226,永大新城大型小区· 区府板块·简单装修四房双主套,https://gz.lianjia.com/ershoufang/108400763336.html,200,12778,永大新城 ,旧区,4室2厅,156.52,南 东,简装,中楼,6,1998,塔楼,3,1个月以前发布
1227,理想的生活从选择开始 高层选你所选 五房你值得拥有,https://gz.lianjia.com/ershoufang/108400793010.html,280,15694,天马丽苑二期 ,铁路西,5室2厅,178.42,南 北,毛坯,高楼,35,2016,塔楼,5,1个月以前发布
1228,靓房 大四房  南北对流 户型实用,https://gz.lianjia.com/ershoufang/108400806373.html,150,11112,逸泉韵翠花园 ,北兴镇,4室1厅,134.99,南,其他,低楼,9,-,塔楼,0,1个月以前发布
1229,房产证够五年电梯房格局方正交通方便生活便利。,https://gz.lianjia.com/ershoufang/108400816167.html,150,16282,嘉逸华庭 ,旧区,3室1厅,92.13,东,精装,低楼,11,2005,塔楼,5,30天以前发布
1230,南华时代城 4室2厅 335万,https://gz.lianjia.com/ershoufang/108400820794.html,335,23929,南华时代城 ,铁路西,4室2厅,140,南 北,其他,低楼,29,2010,塔楼,0,28天以前发布
1231,富力金港城南区 2室1厅 61万,https://gz.lianjia.com/ershoufang/108400824382.html,61,7827,富力金港城南区 ,花东镇,2室1厅,77.94,北,其他,低楼,19,-,塔楼,1,26天以前发布
1232,云峰花园1期 3室2厅 230万,https://gz.lianjia.com/ershoufang/108400827927.html,230,18017,云峰花园1期 ,镜湖大道,3室2厅,127.66,西南,毛坯,高楼,12,-,塔楼,5,24天以前发布
1233,体育花园 4室2厅 220万,https://gz.lianjia.com/ershoufang/108400828293.html,220,13520,体育花园 ,旧区,4室2厅,162.73,西南,其他,中楼,8,2001,塔楼,0,24天以前发布
1234,全新没住 户型方正 通风对流 万达广场旁,https://gz.lianjia.com/ershoufang/108400831129.html,280,19581,鼎信四季花园 ,旧区,3室2厅,143,南,其他,低楼,21,2012,塔楼,0,23天以前发布
1235,合和新城二期   满五唯一  税费少,https://gz.lianjia.com/ershoufang/108400831598.html,230,25176,合和新城 ,镜湖大道,2室1厅,91.36,南,精装,高楼,15,2011,平房,2,23天以前发布
1236,南北通透，视野宽阔，采光充足，配套实施齐全,https://gz.lianjia.com/ershoufang/108400836087.html,93,10061,粮食局小区 ,旧区,3室1厅,92.44,南 北,简装,高楼,9,-,平房,3,21天以前发布
1237,居住环境好，格局方正，通风良好，采光良好。,https://gz.lianjia.com/ershoufang/108400841177.html,135,16072,雅居乐锦城花漾集 ,旧区,2室1厅,84,北,其他,高楼,32,2008,塔楼,1,18天以前发布
1238,雅居乐锦城毛坯两房，   总价笋，单价低,https://gz.lianjia.com/ershoufang/108400845138.html,132,15583,雅居乐锦城花漾集 ,旧区,2室1厅,84.71,北,其他,中楼,32,2008,塔楼,4,16天以前发布
1239,地铁口600米 骏威 电梯房 总价低 精装修,https://gz.lianjia.com/ershoufang/108400863117.html,75,13637,凯旋国际 ,新区,1室1厅,55,南,其他,中楼,9,2007,塔楼,0,10天以前发布
1240,云峰花园二期，南向稀有大三房，精装，带大平台,https://gz.lianjia.com/ershoufang/108200020908.html,245,22498,云峰花园2期 ,镜湖大道,3室2厅,108.9,南,精装,低楼,11,2006,塔楼,29,一年前发布
1241,满二 南北通透 楼层好 采光充足 配套齐全,https://gz.lianjia.com/ershoufang/108400018233.html,258,19027,南华时代城 ,铁路西,3室2厅,135.6,南 北,精装,中楼,19,2010,塔楼,2,一年前发布
1242,祈福都会 精致三房南向 高楼层,https://gz.lianjia.com/ershoufang/108400058022.html,130,14755,祈福都会花园 ,花山镇,3室2厅,88.11,南,简装,高楼,11,2009,塔楼,15,一年前发布
1243,南航花园 新区位置好 装修新净 近铁口500米,https://gz.lianjia.com/ershoufang/108400077203.html,295,21527,南航花园 ,新区,2室2厅,137.04,北,精装,低楼,11,2001,塔楼,12,一年前发布
1244,祈福都会三房两厅 南向望花园 格局方正,https://gz.lianjia.com/ershoufang/108400084534.html,150,17725,祈福都会花园 ,花山镇,3室2厅,84.63,南,精装,高楼,11,2011,塔楼,9,一年前发布
1245,雅居乐品质笋盘，不靠高铁，房型好,https://gz.lianjia.com/ershoufang/108400085453.html,190,16963,雅居乐锦城花间集 ,旧区,3室2厅,112.01,西,精装,中楼,25,2008,塔楼,22,一年前发布
1246,金碧御水山庄 左万达 右长隆 静中带旺,https://gz.lianjia.com/ershoufang/108400099652.html,108,9598,金碧御水山庄 ,狮岭镇,3室2厅,112.53,北,精装,低楼,11,-,塔楼,26,一年前发布
1247,南航碧花园 中高层 大三房 一梯两户 南北格局,https://gz.lianjia.com/ershoufang/108400099839.html,118,8360,南航碧花园D区 ,狮岭镇,3室2厅,141.15,南 北,精装,中楼,6,-,塔楼,24,一年前发布
1248,富力金港城 精致三房 时尚的装修风格 婚房优选,https://gz.lianjia.com/ershoufang/108400100009.html,155,15993,富力金港城东区 ,花东镇,3室2厅,96.92,南,精装,低楼,11,2014,塔楼,14,一年前发布
1249,保利城 精装两房 业主置换物业 诚心出售,https://gz.lianjia.com/ershoufang/108400128034.html,125,15450,保利城花园海德公园 ,铁路西,2室2厅,80.91,北,精装,低楼,26,-,塔楼,19,一年前发布
1250,区府带装修三房，正南向望花园。,https://gz.lianjia.com/ershoufang/108400136708.html,190,14966,银菊花小区 ,旧区,3室2厅,126.96,南 北,精装,中楼,7,2000,板楼,28,一年前发布
1251,富力金港城    精装南向大2房出售,https://gz.lianjia.com/ershoufang/108400139421.html,126,14794,富力金港城东区 ,花东镇,2室2厅,85.17,南,精装,高楼,18,2012,塔楼,9,一年前发布
1252,雅居乐万科热橙标准两房房源，低楼层,https://gz.lianjia.com/ershoufang/108400157272.html,150,17278,雅居乐万科热橙 ,花山镇,2室2厅,86.82,北,精装,低楼,13,2017,塔楼,2,一年前发布
1253,金碧御水山庄 北向两房 过五年不是唯一 看房预约,https://gz.lianjia.com/ershoufang/108400164081.html,70,9952,金碧御水山庄 ,狮岭镇,2室2厅,70.34,北,简装,低楼,11,-,塔楼,2,一年前发布
1254,自由人花园 南北对流3房 精装业主急卖 价格便宜,https://gz.lianjia.com/ershoufang/108400168878.html,280,20000,自由人花园 ,镜湖大道,3室2厅,140,南 北,精装,高楼,29,2013,塔楼,9,一年前发布
1255,富力金港城3房2厅1卫，南向，无遮挡，高楼层,https://gz.lianjia.com/ershoufang/108400176535.html,138,14971,富力金港城东区 ,花东镇,3室2厅,92.18,南,精装,中楼,16,2013,塔楼,5,一年前发布
1256,锦尚蓬莱苑小区  环境优静  旁有马铵山公园,https://gz.lianjia.com/ershoufang/108400186894.html,330,31429,锦尚蓬莱苑 ,新区,3室2厅,105,东南,精装,高楼,18,2011,塔楼,4,11个月以前发布
1257,富力金港城 两房两厅 精装修 正南向,https://gz.lianjia.com/ershoufang/108400198507.html,120,14037,富力金港城东区 ,花东镇,2室2厅,85.49,南 北,精装,中楼,9,2012,塔楼,10,11个月以前发布
1258,花果山内 地铁口100米 环境优美舒适安静 配套齐全,https://gz.lianjia.com/ershoufang/108400205901.html,206,17025,雅乐苑 ,旧区,3室2厅,121,南 北,简装,高楼,8,2005,塔楼,15,11个月以前发布
1259,实用三房  刚需户型  地铁口物业,https://gz.lianjia.com/ershoufang/108400209067.html,180,19351,云峰花园1期 ,镜湖大道,3室2厅,93.02,北,精装,低楼,12,-,塔楼,32,11个月以前发布
1260,花都颐和山庄 3室2厅 96万,https://gz.lianjia.com/ershoufang/108400209178.html,96,10053,花都颐和山庄 ,狮岭镇,3室2厅,95.5,西南,精装,低楼,18,-,塔楼,33,11个月以前发布
1261,嘉逸华庭 小区环境好 居住舒适 朝向好,https://gz.lianjia.com/ershoufang/108400214962.html,139,16985,嘉逸华庭 ,旧区,2室2厅,81.84,东北,简装,中楼,11,2005,塔楼,34,11个月以前发布
1262,富力金港城 三房两房精装修 采光好,https://gz.lianjia.com/ershoufang/108400234803.html,136,14624,富力金港城北区 ,花东镇,3室2厅,93,北,精装,中楼,11,2012,塔楼,5,10个月以前发布
1263,精装三房，不临高速，望花园，乐泉,https://gz.lianjia.com/ershoufang/108400252237.html,193,19062,雅居乐锦城花语集 ,旧区,3室2厅,101.25,西 北,精装,中楼,27,2008,塔楼,8,9个月以前发布
1264,广州自由人花园 南北对流 诚意放卖 价钱美丽,https://gz.lianjia.com/ershoufang/108400268488.html,252,18108,自由人花园 ,镜湖大道,3室2厅,139.17,南,精装,低楼,29,2014,塔楼,40,9个月以前发布
1265,南航碧花园 南向大三房 拎包入住 精装修过五唯一,https://gz.lianjia.com/ershoufang/108400276204.html,118,10692,南航碧花园D区 ,狮岭镇,3室2厅,110.37,南,简装,中楼,11,-,塔楼,19,9个月以前发布
1266,富力金港城 两房两厅 精装修采光 好,https://gz.lianjia.com/ershoufang/108400280854.html,108,13500,富力金港城北区 ,花东镇,2室2厅,80,北,精装,中楼,11,2012,塔楼,11,9个月以前发布
1267,金碧御水山庄大面积的5房高层电梯房，阳光充足,https://gz.lianjia.com/ershoufang/108400281225.html,175,9180,金碧御水山庄 ,狮岭镇,5室2厅,190.64,西南,简装,中楼,19,-,塔楼,2,9个月以前发布
1268,富力金港城3房2卫 南北对流 阳台望花园望湖,https://gz.lianjia.com/ershoufang/108400284110.html,168,17320,富力金港城东区 ,花东镇,3室2厅,97,东北,精装,中楼,17,2013,塔楼,5,9个月以前发布
1269,高楼层 视野宽阔 通风采光好 户型方正,https://gz.lianjia.com/ershoufang/108400293219.html,180,19160,合和新城 ,镜湖大道,2室2厅,93.95,东北,毛坯,高楼,15,2011,平房,57,9个月以前发布
1270,花园小区，环境优美，安静舒适，适合一家大小入住,https://gz.lianjia.com/ershoufang/108400306427.html,210,22728,豪利花园 ,镜湖大道,3室2厅,92.4,东南,精装,高楼,15,2012,塔楼,6,9个月以前发布
